"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Conventional dwellings by occupancy status, type of building and NUTS 3 region"	"cens_11dwob_r3"	"dataset"	"23.04.2015"	"10.01.2024"	"2011"	"2011"	51969
"                Census 2001 round"	"reg_cens_01r"	"folder"	" "	" "	" "	" "	
"                    Population structure"	"cens_01rstr"	"folder"	" "	" "	" "	" "	
"                        Population by sex, citizenship and NUTS 3 regions"	"cens_01rsctz"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	77961
"                    Active population"	"cens_01ract"	"folder"	" "	" "	" "	" "	
"                        Population by sex, age group, current activity status and NUTS 3 regions"	"cens_01rapop"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	558223
"                        Total and active population by sex, age, employment status, residence one year prior to the census and NUTS 3 regions"	"cens_01ramigr"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	1485361
"                        Employed persons aged 15 and over by sex, citizenship, economic activity (NACE Rev. 1), status in employment and NUTS 3 regions"	"cens_01ractz"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	82769
"                    Educational attainment level"	"cens_01redu"	"folder"	" "	" "	" "	" "	
"                        Employed persons by sex, age group, educational attainment level, occupation (ISCO-88) and NUTS 3 regions"	"cens_01reisco"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	493041
"                        Population by sex, age group, educational attainment level, current activity status and NUTS 3 regions"	"cens_01rews"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	210708
"                    Households"	"cens_01rhou"	"folder"	" "	" "	" "	" "	
"                        Population by sex, age group, household status and NUTS 3 regions"	"cens_01rhtype"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	355236
"                        Population by sex, age group, size of household and NUTS 3 regions"	"cens_01rhsize"	"dataset"	"09.02.2011"	"03.01.2024"	"2001"	"2001"	288524
"                        Private households by composition, size and NUTS 3 regions"	"cens_01rheco"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	59665
"                        Private households by composition, age group of children and NUTS 3 regions"	"cens_01rhagchi"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	30760
"                    Dwellings"	"cens_01rdws"	"folder"	" "	" "	" "	" "	
"                        Dwellings by type of housing, building and NUTS 3 regions"	"cens_01rdhh"	"dataset"	"10.09.2009"	"03.01.2024"	"2001"	"2001"	28212
"                        Persons by type of building and NUTS 3 regions"	"cens_01rdbuild"	"dataset"	"26.03.2009"	"03.01.2024"	"2001"	"2001"	4667
"            Regional economic accounts"	"reg_eco10"	"folder"	" "	" "	" "	" "	
"                Gross domestic product indicators"	"reg_eco10gdp"	"folder"	" "	" "	" "	" "	
"                    Gross domestic product (GDP) at current market prices by NUTS 2 regions"	"nama_10r_2gdp"	"dataset"	"20.02.2024"	"19.02.2024"	"2000"	"2022"	69176
"                        Regional gross domestic product (PPS per inhabitant) by NUTS 2 regions"	"tgs00005"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	3428
"                        Regional gross domestic product (million PPS) by NUTS 2 regions"	"tgs00004"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	3666
"                        Regional gross domestic product (PPS per inhabitant in % of the EU27 (from 2020) average) by NUTS 2 regions"	"tgs00006"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	3428
"                        Regional gross domestic product by NUTS 2 regions - million EUR"	"tgs00003"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	3666
"                    Average annual population to calculate regional GDP data (thousand persons) by NUTS 3 regions"	"nama_10r_3popgdp"	"dataset"	"20.02.2024"	"19.02.2024"	"2000"	"2022"	38682
"                    Gross domestic product (GDP) at current market prices by NUTS 3 regions"	"nama_10r_3gdp"	"dataset"	"20.02.2024"	"19.02.2024"	"2000"	"2022"	268494
"                    Gross domestic product (GDP) and Gross value added (GVA) in volume by NUTS 2 regions"	"nama_10r_2gvagr"	"dataset"	"20.02.2024"	"19.02.2024"	"1995"	"2022"	39297
"                        Real growth rate of regional gross value added (GVA) at basic prices by NUTS 2 regions"	"tgs00037"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	13878
"                Branch and household accounts"	"reg_eco10brch"	"folder"	" "	" "	" "	" "	
"                    Gross value added at basic prices by NUTS 3 regions"	"nama_10r_3gva"	"dataset"	"20.02.2024"	"19.02.2024"	"1995"	"2022"	987539
"                    Gross fixed capital formation by NUTS 2 regions"	"nama_10r_2gfcf"	"dataset"	"20.02.2024"	"19.02.2024"	"1995"	"2022"	267294
"                    Compensation of employees by NUTS 2 regions"	"nama_10r_2coe"	"dataset"	"20.02.2024"	"19.02.2024"	"1995"	"2022"	270976
"                    Employment (thousand persons) by NUTS 3 regions"	"nama_10r_3empers"	"dataset"	"13.03.2024"	"19.02.2024"	"1995"	"2022"	916057
"                    Employment (thousand hours worked) by NUTS 2 regions"	"nama_10r_2emhrw"	"dataset"	"20.02.2024"	"19.02.2024"	"1995"	"2022"	260118
"                    Income of households by NUTS 2 regions"	"nama_10r_2hhinc"	"dataset"	"20.02.2024"	"19.02.2024"	"1995"	"2022"	266524
"                        Disposable income of private households by NUTS 2 regions"	"tgs00026"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	2841
"                        Primary income of private households by NUTS 2 regions"	"tgs00036"	"table"	"20.02.2024"	"19.02.2024"	"2011"	"2022"	2841
"            Regional education statistics"	"reg_educ"	"folder"	" "	" "	" "	" "	
"                Regional education statistics - ISCED 2011"	"reg_educ_11"	"folder"	" "	" "	" "	" "	
"                    Pupils enrolled in early childhood education by sex and NUTS2 regions"	"educ_uoe_enrp03"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	30939
"                    Pupils enrolled in primary education by sex and NUTS2 regions"	"educ_uoe_enrp06"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	12048
"                    Pupils enrolled in lower-secondary education by programme orientation, sex and NUTS2 regions"	"educ_uoe_enrs03"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	35895
"                    Pupils enrolled in upper secondary education by programme orientation, sex and NUTS2 regions"	"educ_uoe_enrs06"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	36135
"                    Pupils enrolled in post-secondary non-tertiary education by programme orientation, sex and NUTS2 regions"	"educ_uoe_enrs09"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	35907
"                    Ratio of the proportion of tertiary students over the proportion of the population by NUTS1 and NUTS2 regions"	"educ_uoe_enrt05"	"dataset"	"19.10.2023"	"19.10.2023"	"2013"	"2021"	3484
"                    Students enrolled in tertiary education by education level, programme orientation, sex and NUTS2 regions"	"educ_uoe_enrt06"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	83864
"                    Pupils and students enrolled by education level, sex and NUTS2 regions"	"educ_uoe_enra11"	"dataset"	"19.10.2023"	"19.10.2023"	"2013"	"2021"	119084
"                    Pupils and students enrolled by sex, age and NUTS2 regions"	"educ_uoe_enra12"	"dataset"	"19.10.2023"	"19.10.2023"	"2013"	"2021"	404673
"                    Distribution of pupils and students enrolled in general and vocational programmes by education level and NUTS2 regions"	"educ_uoe_enra13"	"dataset"	"07.07.2023"	"07.07.2023"	"2013"	"2021"	29436
"                    Participation rates of selected age groups in education at regional level"	"educ_uoe_enra14"	"dataset"	"19.10.2023"	"19.10.2023"	"2013"	"2021"	14190
"                    Participation rates in selected education levels at regional level"	"educ_uoe_enra15"	"dataset"	"19.10.2023"	"19.10.2023"	"2012"	"2021"	11317
"                    Pupils from age 4 to the starting age of compulsory education at primary level by NUTS2 regions - % of the population of the corresponding age"	"educ_uoe_enra17"	"dataset"	"19.10.2023"	"19.10.2023"	"2013"	"2021"	3555
"                    Pupils from age 3 to the starting age of compulsory education at primary level by NUTS2 regions - % of the population of the corresponding age"	"educ_uoe_enra22"	"dataset"	"19.10.2023"	"19.10.2023"	"2013"	"2021"	3216
"                Regional education statistics - ISCED 1997"	"reg_educ_97"	"folder"	" "	" "	" "	" "	
"                    Students by level of education, orientation, sex and NUTS 2 regions"	"educ_renrlrg1"	"dataset"	"15.03.2019"	"15.03.2019"	"1998"	"2012"	190546
"                    Students by age, sex and NUTS 2 regions"	"educ_renrlrg3"	"dataset"	"15.03.2019"	"15.03.2019"	"1998"	"2012"	404250
"                    Education indicators by NUTS 2 regions"	"educ_regind"	"dataset"	"15.03.2019"	"15.03.2019"	"1998"	"2012"	43983
"                Regional education statistics"	"reg_educ_"	"folder"	" "	" "	" "	" "	
"                    Participation rate in education and training (last 4 weeks) by NUTS 2 regions"	"trng_lfse_04"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	30434
"                    Population by educational attainment level, sex and NUTS 2 regions (%)"	"edat_lfse_04"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	572049
"                        Tertiary educational attainment, age group 25-34 by sex and NUTS 1 regions"	"tgs00105"	"table"	"14.09.2023"	"14.09.2023"	"2011"	"2022"	4129
"                        Tertiary educational attainment, age group 25-64 by sex and NUTS 2 regions"	"tgs00109"	"table"	"14.09.2023"	"14.09.2023"	"2011"	"2022"	11196
"                    Early leavers from education and training by sex and NUTS 2 regions"	"edat_lfse_16"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	30426
"                        Early leavers from education and training by sex and NUTS 1 regions"	"tgs00106"	"table"	"14.09.2023"	"14.09.2023"	"2011"	"2022"	3924
"                    Young people neither in employment nor in education and training by sex and NUTS 2 regions (NEET rates)"	"edat_lfse_22"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	91366
"                    Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and NUTS 2 regions"	"edat_lfse_33"	"dataset"	"14.09.2023"	"14.09.2023"	"2000"	"2022"	3642038
"            Regional science and technology statistics"	"reg_sct"	"folder"	" "	" "	" "	" "	
"                R&D expenditure and personnel"	"reg_rd"	"folder"	" "	" "	" "	" "	
"                    R&D personnel and researchers by sector of performance, sex and NUTS 2 regions"	"rd_p_persreg"	"dataset"	"17.03.2024"	"17.03.2024"	"1980"	"2022"	636191
"                        Researchers, all sectors by NUTS 2 regions"	"tgs00043"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	2302
"                    GERD by sector of performance and NUTS 2 regions"	"rd_e_gerdreg"	"dataset"	"17.03.2024"	"17.03.2024"	"1980"	"2022"	299129
"                        Intramural R&D expenditure (GERD) by NUTS 2 regions"	"tgs00042"	"table"	"17.03.2024"	"17.03.2024"	"2011"	"2022"	2402
"                Employment in high technology sectors"	"reg_htec"	"folder"	" "	" "	" "	" "	
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (1994-2008, NACE Rev. 1.1)"	"htec_emp_reg"	"dataset"	"15.02.2023"	"10.01.2024"	"1999"	"2008"	654416
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (from 2008 onwards, NACE Rev. 2)"	"htec_emp_reg2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	1305478
"                        Employment in high-tech sectors by NUTS 2 regions"	"tgs00039"	"table"	"15.03.2024"	"15.03.2024"	"2011"	"2022"	3475
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (1994-2008, NACE Rev. 1.1)"	"htec_emp_risco"	"dataset"	"15.02.2023"	"10.01.2024"	"1999"	"2008"	294702
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risco2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	573850
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (1994-2008, NACE Rev. 1.1)"	"htec_emp_risced"	"dataset"	"15.02.2023"	"10.01.2024"	"1999"	"2008"	322090
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risced2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	618090
"                Human Ressources in Science and Technology (HRST)"	"reg_hrst"	"folder"	" "	" "	" "	" "	
"                    HRST by category and NUTS 2 regions"	"hrst_st_rcat"	"dataset"	"15.03.2024"	"15.03.2024"	"1999"	"2022"	159963
"                        Human resources in science and technology (HRST) by NUTS 2 regions"	"tgs00038"	"table"	"15.03.2024"	"15.03.2024"	"2011"	"2022"	3753
"                    HRST by category, sex and NUTS 1 regions"	"hrst_st_rsex"	"dataset"	"15.03.2024"	"15.03.2024"	"1999"	"2022"	160233
"                    HRST by category, age and NUTS 1 regions"	"hrst_st_rage"	"dataset"	"15.03.2024"	"15.03.2024"	"1999"	"2022"	320287
"                    Employed HRST by category, NACE Rev. 1.1 activity and NUTS 1 regions (1994 - 2007)"	"hrst_st_rsec"	"dataset"	"14.04.2021"	"10.01.2024"	"1999"	"2008"	381086
"                    Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions"	"hrst_st_rsec2"	"dataset"	"15.03.2024"	"15.03.2024"	"2008"	"2022"	733170
"                Intellectual property rights"	"reg_ipr"	"folder"	" "	" "	" "	" "	
"                    Patent"	"reg_pat"	"folder"	" "	" "	" "	" "	
"                        Patent applications to the EPO by priority year by NUTS 3 regions"	"pat_ep_rtot"	"dataset"	"29.04.2016"	"10.01.2024"	"1977"	"2012"	104106
"                        Patent applications to the EPO by priority year by NUTS 3 regions, international patent classification (IPC) sections and classes"	"pat_ep_ripc"	"dataset"	"29.04.2016"	"10.01.2024"	"1977"	"2012"	3965827
"                        High-tech patent applications to the EPO by priority year by NUTS 3 regions"	"pat_ep_rtec"	"dataset"	"29.04.2016"	"10.01.2024"	"1977"	"2012"	316701
"                    Community trade marks (CTM)"	"reg_ipr_t"	"folder"	" "	" "	" "	" "	
"                        European Union trade mark (EUTM) applications by NUTS 3 regions"	"ipr_ta_reg"	"dataset"	"20.12.2016"	"10.01.2024"	"1996"	"2016"	35722
"                        European Union trade mark (EUTM) applications per billion GDP by NUTS 3 regions"	"ipr_ta_gdpr"	"dataset"	"20.12.2016"	"10.01.2024"	"2000"	"2014"	44298
"                        European Union trade mark (EUTM) applications per million population by NUTS 3 regions"	"ipr_ta_popr"	"dataset"	"20.12.2016"	"10.01.2024"	"1996"	"2015"	26568
"                    Community design (CD)"	"reg_ipr_d"	"folder"	" "	" "	" "	" "	
"                        Community design (CD) applications by NUTS 3 regions"	"ipr_da_reg"	"dataset"	"20.12.2016"	"10.01.2024"	"2003"	"2016"	21665
"                        Community design (CD) applications per billion GDP by NUTS 3 regions"	"ipr_da_gdpr"	"dataset"	"20.12.2016"	"10.01.2024"	"2003"	"2014"	31484
"                        Community design (CD) applications per million population by NUTS 3 regions"	"ipr_da_popr"	"dataset"	"20.12.2016"	"10.01.2024"	"2003"	"2015"	17982
"                        Community designs (CD) by NUTS 3 regions"	"ipr_dfa_reg"	"dataset"	"20.12.2016"	"10.01.2024"	"2003"	"2016"	21665
"                        Registered Community designs (RCD) by NUTS 3 regions"	"ipr_dr_reg"	"dataset"	"20.12.2016"	"10.01.2024"	"2003"	"2016"	21556
"            Regional structural business statistics"	"reg_sbs"	"folder"	" "	" "	" "	" "	
"                SBS data by NUTS 2 regions and NACE Rev. 2 (from 2008 onwards)"	"sbs_r_nuts06_r2"	"dataset"	"01.03.2024"	"10.01.2024"	"2008"	"2020"	2139869
"                Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 regions"	"sbs_r_3k_my_r2"	"dataset"	"24.05.2019"	"24.05.2019"	"2009"	"2014"	26758
